,homepage_url,funding_total_usd,country_code,region,funding_rounds,founded_at,founded_quarter,first_funding_at,last_funding_at,label,industry
28737,1,2500000.0,USA,Boston,1,2005-10-01,4,2009-12-01,2009-12-01,1,Networking
28740,1,6500000.0,USA,KS  Other,1,2001-01-01,1,2013-05-03,2013-05-03,5,Enterprise Software
28741,1,200000.0,USA,SF Bay Area,1,2006-04-30,2,2007-08-30,2007-08-30,1,Curated Web
28745,1,141699.0,FRA,Paris,1,2010-01-01,1,2011-04-01,2011-04-01,2,Unknown
28747,1,13000000.0,USA,Baltimore,2,2000-01-01,1,2005-06-28,2006-07-31,5,Software
28748,1,25000000.0,USA,SF Bay Area,1,2003-01-01,1,2005-08-16,2005-08-16,5,Software
28752,1,3000000.0,AUS,Sydney,1,2014-03-07,1,2014-04-14,2014-04-14,4,Advertising
28754,1,6480000.0,USA,SF Bay Area,1,2001-01-01,1,2006-02-24,2006-02-24,4,Hardware  Software
28755,1,150000.0,USA,Dallas,1,2014-01-01,1,2014-09-15,2014-09-15,2,0_other_cat
28756,1,2260020.0,ESP,Madrid,2,2005-12-01,4,2007-03-14,2007-11-05,4,Software
28757,1,2000000.0,USA,Denver,1,2003-08-01,3,2008-01-01,2008-01-01,4,Analytics
28758,1,845000.0,FRA,Paris,1,2000-01-01,1,2005-07-11,2005-07-11,3,Software
28761,1,132885.0,USA,Chicago,3,2010-09-24,3,2011-10-15,2012-07-01,1,Social Network Media
28764,1,12000.0,USA,Salt Lake City,1,2014-08-06,3,2014-10-08,2014-10-08,1,ECommerce
28765,1,100000.0,USA,SF Bay Area,1,2007-11-01,4,2009-01-01,2009-01-01,2,Networking
28766,1,14000000.0,USA,SF Bay Area,1,2003-01-01,1,2006-11-03,2006-11-03,1,0_other_cat
28767,1,214925.0,COL,Bogota,2,2011-05-30,2,2011-10-01,2012-10-01,2,Analytics
28770,1,451804.0,ITA,Rome,2,2013-04-29,2,2013-06-03,2014-03-31,2,Software
28771,0,18000000.0,USA,SF Bay Area,1,2000-01-01,1,2006-02-13,2006-02-13,5,0_other_cat
28772,1,361205.0,CAN,Montreal,3,2012-03-15,1,2013-01-01,2014-10-03,2,Mobile
28773,1,16648351.0,USA,Anaheim,2,2000-01-01,1,2013-07-18,2013-08-02,5,0_other_cat
28774,1,6659000.0,BEL,Brussels,1,2003-03-18,1,2007-04-01,2007-04-01,5,Curated Web
28780,1,1500000.0,TUR,TUR  Other,1,2012-06-10,2,2012-06-10,2012-06-10,4,Social Media
28783,1,40000.0,CHL,Santiago,1,2012-01-01,1,2012-07-18,2012-07-18,1,Analytics
28784,1,5600000.0,USA,Hartford,1,2011-01-01,1,2014-04-15,2014-04-15,5,Software
28785,1,943101.0,USA,New York City,1,2008-11-01,4,2010-09-15,2010-09-15,3,Mobile
28786,1,3734372.0,CHN,Hangzhou,2,2009-07-01,3,2009-09-01,2012-04-01,4,Enterprise Software
28787,1,1600000.0,USA,Boston,2,2011-05-25,2,2011-06-09,2013-07-22,4,ECommerce
28788,0,1154995.0,USA,Portland Oregon,1,2009-01-01,1,2011-08-25,2011-08-25,3,Unknown
28790,1,1900000.0,USA,Santa Barbara,1,2011-01-01,1,2012-05-03,2012-05-03,4,Curated Web
28794,1,27500000.0,USA,Boston,6,2006-11-30,4,2008-02-01,2014-04-08,5,Analytics
28795,1,39300000.0,USA,SF Bay Area,4,2009-01-01,1,2009-10-26,2014-09-29,5,Health and Wellness
28798,1,200000.0,USA,Harrisburg,2,2004-01-01,1,2008-02-29,2013-09-18,2,0_other_cat
28799,1,56428000.0,NLD,Amsterdam,2,2000-01-01,1,2008-01-04,2010-09-16,5,Finance
28807,1,14400000.0,USA,SF Bay Area,2,2006-01-01,1,2009-01-08,2010-12-01,5,Advertising
28808,1,32256176.0,USA,Raleigh,6,2009-01-01,1,2010-12-10,2014-09-04,5,Internet
28813,1,56400000.0,USA,SF Bay Area,3,2012-10-08,4,2013-01-01,2014-05-15,5,Software
28815,1,21657412.0,USA,Dallas,4,2006-01-01,1,2009-11-18,2013-09-27,5,Networking
28817,1,794000.0,PRT,Lisbon,1,2000-01-01,1,2008-05-14,2008-05-14,3,Software
28818,1,2000000.0,USA,New York City,2,2008-01-01,1,2008-01-01,2011-04-06,4,Software
28824,1,9250000.0,USA,Miami,5,2008-09-08,3,2009-01-30,2014-09-17,5,Hardware  Software
28826,0,500000.0,USA,San Diego,1,2010-10-04,4,2011-08-11,2011-08-11,1,Software
28828,1,29500000.0,USA,Washington DC,4,2002-01-01,1,2005-05-18,2014-09-30,5,Software
28829,1,16000000.0,FRA,Paris,2,2005-09-01,3,2006-03-01,2006-08-01,5,Social Media
28831,1,23980000.0,DEU,Frankfurt,3,2001-06-01,2,2005-06-13,2008-10-27,5,Software
28833,1,5689647.0,USA,Washington DC,1,2006-01-01,1,2010-01-14,2010-01-14,4,Software
28835,1,6000000.0,USA,SF Bay Area,1,2002-01-01,1,2005-04-14,2005-04-14,4,Software
28836,1,1075000.0,USA,Nashville,4,2009-07-01,3,2012-09-01,2014-07-11,3,0_other_cat
28837,1,10000000.0,USA,Washington DC,1,2001-01-01,1,2014-01-01,2014-01-01,5,Curated Web
28839,1,10000000.0,CHN,Beijing,1,2005-01-01,1,2007-06-29,2007-06-29,1,Advertising
28842,1,750000.0,USA,Los Angeles,1,2011-02-07,1,2011-11-30,2011-11-30,3,Software
28846,1,38400000.0,USA,NY  Other,4,2006-01-01,1,2007-11-07,2013-10-18,5,Analytics
28849,1,300000.0,USA,Phoenix,1,2008-03-01,1,2009-01-01,2009-01-01,2,Curated Web
28850,1,15000000.0,USA,Anaheim,2,2000-01-01,1,2004-10-01,2006-03-31,5,Mobile
28851,0,6000000.0,USA,SF Bay Area,1,2003-01-01,1,2005-05-02,2005-05-02,5,Security
28854,1,1484494.0,USA,New York City,1,2003-01-01,1,2011-12-11,2011-12-11,4,0_other_cat
28855,1,18829964.0,GBR,London,3,2010-01-01,1,2011-06-29,2012-11-07,5,0_other_cat
28857,1,20000.0,USA,Boston,2,2009-01-01,1,2012-06-01,2012-06-01,1,Health and Wellness
28858,1,21000000.0,USA,Detroit,1,2013-01-01,1,2014-04-01,2014-04-01,5,Biotechnology
28859,1,2040000.0,USA,SF Bay Area,3,2013-01-01,1,2013-04-15,2014-08-12,4,Curated Web
28863,1,8623022.0,USA,SF Bay Area,4,2002-01-01,1,2010-01-11,2012-12-13,5,Health Care
28864,1,18000000.0,CAN,Montreal,3,2007-01-01,1,2008-10-02,2011-01-31,5,Mobile
28868,1,23532171.0,CAN,Toronto,3,2004-01-01,1,2009-12-30,2012-05-01,1,Biotechnology
28869,0,2783950.0,USA,San Diego,2,2007-01-01,1,2010-02-03,2011-10-03,3,Biotechnology
28874,1,1435554.0,USA,Austin,2,2012-01-01,1,2013-09-24,2014-08-27,4,Health and Wellness
28876,1,16000000.0,ISR,Tel Aviv,1,2003-01-01,1,2014-08-21,2014-08-21,5,0_other_cat
28880,1,85000.0,USA,Pittsburgh,1,2007-01-01,1,2009-06-30,2009-06-30,1,Biotechnology
28882,1,15000.0,USA,San Diego,1,2011-01-01,1,2013-07-18,2013-07-18,1,Biotechnology
28883,1,17000000.0,USA,Boston,2,2004-01-01,1,2008-11-24,2012-01-11,5,0_other_cat
28885,0,100000.0,CHE,Geneva,1,2014-10-01,4,2014-10-29,2014-10-29,2,0_other_cat
28893,1,5500000.0,ISR,Haifa,1,2008-01-01,1,2014-02-18,2014-02-18,5,Health Care
28894,1,155000.0,USA,Atlanta,1,2002-01-01,1,2014-02-24,2014-02-24,2,Biotechnology
28896,1,44800000.0,USA,Boston,4,2006-01-01,1,2011-03-01,2014-03-25,5,Biotechnology
28900,1,12785029.0,USA,Cleveland,7,2008-01-01,1,2009-03-01,2014-04-01,5,Health Care
28903,1,1710000.0,USA,Los Angeles,2,2008-01-01,1,2011-02-15,2011-03-10,4,Biotechnology
28905,1,4496910.0,ESP,Barcelona,1,2006-01-01,1,2011-02-19,2011-02-19,5,Biotechnology
28908,1,2090000.0,USA,SF Bay Area,2,2012-01-01,1,2013-05-22,2013-09-26,4,Biotechnology
28910,0,13100000.0,USA,Raleigh,1,2012-01-01,1,2013-06-13,2013-06-13,5,Biotechnology
28911,1,21900000.0,USA,Ft Lauderdale,1,2012-01-01,1,2013-09-02,2013-09-02,5,Biotechnology
28912,1,17278607.0,USA,Boston,3,2009-01-01,1,2012-02-03,2014-04-03,5,Biotechnology
28913,1,250000.0,USA,San Diego,2,2007-01-01,1,2008-05-30,2011-05-03,2,Biotechnology
28915,1,100000.0,USA,SF Bay Area,1,2014-05-01,2,2014-01-30,2014-01-30,2,0_other_cat
28916,1,40000000.0,CHN,Shenyang,1,2003-01-01,1,2006-09-01,2006-09-01,5,Software
28919,1,100000.0,USA,SF Bay Area,1,2010-08-15,3,2011-01-01,2011-01-01,2,Health and Wellness
28920,1,32433301.0,USA,Madison,5,2004-01-01,1,2008-02-08,2014-10-14,5,Health Care
28921,0,3683291.0,DEU,DEU  Other,1,2014-04-01,2,2014-05-27,2014-05-27,4,Health Care
28922,1,24000000.0,CAN,Vancouver,1,2006-01-01,1,2013-10-08,2013-10-08,5,0_other_cat
28923,0,4750000.0,USA,Los Angeles,3,2003-01-01,1,2003-11-14,2005-05-17,4,Software
28924,1,3574739.0,ESP,Barcelona,2,2011-01-04,1,2013-01-28,2014-01-29,4,Social Media
28926,1,7576915.0,USA,New York City,2,2011-03-01,1,2013-05-20,2014-10-15,5,Hardware  Software
28928,1,1624800.0,USA,SF Bay Area,1,2002-01-01,1,2010-02-10,2010-02-10,1,Security
28930,1,700000.0,USA,Los Angeles,2,2009-11-01,4,2009-11-01,2011-04-05,3,Apps
28932,1,726000.0,USA,SF Bay Area,4,2009-06-06,2,2009-01-01,2013-03-20,3,ECommerce
28933,1,200000.0,USA,Sacramento,1,2011-01-01,1,2011-09-14,2011-09-14,2,Health and Wellness
28935,1,34296337.0,USA,Dallas,4,2006-01-01,1,2010-10-12,2011-10-04,5,Biotechnology
28938,1,20000.0,CAN,Toronto,1,2013-01-01,1,2013-08-21,2013-08-21,1,Hardware  Software
28939,1,100000.0,USA,Nashville,1,2002-01-01,1,2014-10-14,2014-10-14,2,Unknown
28940,1,2750000.0,USA,Chicago,1,2013-01-01,1,2014-10-09,2014-10-09,4,Enterprise Software
28941,1,10000000.0,CHN,Shanghai,2,2004-01-01,1,2008-01-01,2009-11-01,5,Education
28942,1,12365936.0,GBR,GBR  Other,2,2002-01-01,1,2008-02-14,2009-12-10,5,Clean Technology
28944,1,900000.0,USA,Manchester New Hampshire,1,2013-01-01,1,2014-01-14,2014-01-14,3,Games
28946,1,2025000.0,USA,Chicago,2,2010-01-01,1,2011-02-15,2012-08-13,4,Software
28947,1,19786611.0,USA,Hartford,3,2008-01-01,1,2012-10-29,2014-10-23,5,Biotechnology
28949,1,40000.0,USA,New York City,1,2011-07-01,3,2012-06-01,2012-06-01,1,Enterprise Software
28950,1,22500.0,USA,Houston,1,2007-04-10,2,2014-04-17,2014-04-17,1,0_other_cat
28954,1,1000000.0,GBR,Birmingham,1,2008-01-01,1,2014-03-19,2014-03-19,3,Networking
28959,1,3200000.0,USA,Greensboro,1,2009-01-01,1,2010-09-08,2010-09-08,4,Software
28962,1,17554604.0,USA,Portland Oregon,1,2000-02-29,1,2013-11-26,2013-11-26,5,0_other_cat
28965,1,9800000.0,USA,Seattle,1,2010-01-01,1,2010-03-22,2010-03-22,5,Travel
28975,0,1100000.0,USA,Los Angeles,3,2000-05-01,2,2000-04-30,2003-09-09,3,Internet
28979,1,9340000.0,IRL,Dublin,1,2002-01-01,1,2007-12-17,2007-12-17,4,Mobile
28980,1,35032734.0,USA,Washington DC,3,2010-04-15,2,2011-11-10,2014-04-29,5,Analytics
28982,1,1617252.0,USA,PA  Other,3,2011-01-01,1,2011-11-03,2013-01-16,3,Hardware  Software
28984,1,100000.0,HKG,Hong Kong,1,2006-10-01,4,2006-10-01,2006-10-01,2,Advertising
28987,0,3500000.0,USA,Boston,1,2008-01-01,1,2010-12-08,2010-12-08,4,Unknown
28988,1,16135004.0,USA,Austin,2,2008-01-01,1,2011-07-18,2013-04-02,5,Finance
28990,0,5200000.0,USA,Seattle,1,2001-01-01,1,2005-10-06,2005-10-06,5,0_other_cat
28991,1,15502937.0,USA,Denver,2,2005-01-01,1,2009-03-31,2014-04-02,5,Software
28992,1,50000.0,USA,Chicago,1,2009-01-01,1,2010-12-01,2010-12-01,1,Software
28995,1,21100000.0,USA,Manchester New Hampshire,3,2003-01-01,1,2005-10-01,2013-05-18,5,Software
28996,1,334870.0,GBR,London,1,2012-01-01,1,2013-11-27,2013-11-27,2,Software
29002,1,1500000.0,USA,Orange County California,2,2011-07-01,3,2012-03-28,2013-06-01,4,Mobile
29003,1,28865598.0,USA,Boston,4,2003-01-01,1,2012-11-27,2014-05-29,5,0_other_cat
29005,1,9200000.0,USA,Anaheim,1,2003-01-01,1,2014-04-02,2014-04-02,5,Clean Technology
29006,1,325000.0,USA,Seattle,1,2008-01-01,1,2013-03-14,2013-03-14,2,Software
29008,1,1000000.0,USA,Los Angeles,1,2010-07-01,3,2010-07-01,2010-07-01,3,Software
29011,1,7000000.0,USA,WI  Other,1,2002-01-01,1,2007-01-02,2007-01-02,5,Enterprise Software
29013,1,834287.0,CAN,Halifax,2,2009-01-01,1,2011-08-01,2011-11-29,3,Apps
29015,1,20000.0,CAN,Toronto,1,2014-09-19,3,2014-09-19,2014-09-19,1,Clean Technology
29022,1,1500000.0,USA,SF Bay Area,2,2010-06-01,2,2010-07-01,2011-05-01,4,Curated Web
29023,1,486271.0,CAN,Toronto,1,2012-01-03,1,2012-06-22,2012-06-22,2,Music
29024,1,545000.0,USA,SF Bay Area,1,2009-01-01,1,2009-11-01,2009-11-01,1,0_other_cat
29026,1,100000.0,USA,SF Bay Area,1,2011-01-01,1,2011-11-30,2011-11-30,2,0_other_cat
29027,1,15000.0,USA,Knoxville,1,2009-08-25,3,2013-08-07,2013-08-07,1,Unknown
29029,1,342798.0,USA,Albuquerque,2,2013-01-01,1,2013-04-01,2014-07-28,2,Social Media
29030,1,2350000.0,USA,Los Angeles,2,2012-10-01,4,2013-03-01,2014-01-30,4,Software
29031,1,46750000.0,BGD,Dhaka,5,2008-01-01,1,2010-09-07,2014-01-23,5,Software
29032,1,120000.0,CHE,Lugano,2,2012-10-30,4,2012-08-01,2012-10-01,2,Software
29033,1,7156174.0,USA,New York City,2,2013-10-01,4,2013-10-09,2014-09-24,5,Education
29034,1,2500000.0,USA,Chicago,1,2007-10-01,4,2009-06-18,2009-06-18,4,0_other_cat
29036,1,82945.0,GBR,London,1,2011-01-01,1,2014-03-19,2014-03-19,1,0_other_cat
29037,1,160994.0,AUT,Vienna,5,2010-01-01,1,2010-01-01,2011-12-10,2,Social Media
29040,1,500000.0,USA,KS  Other,1,2010-01-01,1,2012-03-08,2012-03-08,3,Analytics
29042,1,2649997.0,USA,SF Bay Area,4,2011-01-01,1,2012-02-22,2013-11-08,3,Social Network Media
29043,1,100000.0,USA,Sarasota  Bradenton,1,2014-01-14,1,2014-01-06,2014-01-06,2,0_other_cat
29044,1,58717.0,USA,SF Bay Area,1,2013-06-06,2,2013-06-06,2013-06-06,1,Advertising
29047,1,74000.0,SWE,Halmstad,2,2013-10-19,4,2014-01-30,2014-11-10,1,0_other_cat
29049,0,16510000.0,CAN,Toronto,2,2003-01-01,1,2006-10-23,2008-01-29,5,Software
29051,1,500000.0,USA,Baltimore,1,2012-04-07,2,2014-10-17,2014-10-17,3,Games
29052,1,1250000.0,USA,Seattle,1,2005-03-31,1,2005-07-01,2005-07-01,3,Social Media
29053,1,1100000.0,USA,New York City,3,2011-05-01,2,2011-09-01,2013-09-12,3,Analytics
29054,1,25000.0,RUS,Moscow,1,2013-09-01,3,2013-12-01,2013-12-01,1,Software
29055,1,3500000.0,USA,St Louis,2,2008-09-01,3,2010-05-05,2011-03-28,3,Mobile
29056,1,450000.0,USA,Denver,1,2012-08-23,3,2013-08-19,2013-08-19,2,ECommerce
29059,1,400000.0,USA,Boston,1,2005-01-01,1,2010-01-28,2010-01-28,1,Hardware  Software
29060,1,2143587.0,CAN,Toronto,3,2008-01-01,1,2011-05-05,2014-10-16,4,Health and Wellness
29068,1,70000.0,USA,Wilmington Delaware,1,2013-04-01,2,2013-08-08,2013-08-08,1,Curated Web
29069,1,29079.0,USA,SF Bay Area,1,2010-01-01,1,2010-02-16,2010-02-16,1,0_other_cat
29070,1,2500000.0,FRA,Paris,1,2013-07-11,3,2013-10-01,2013-10-01,4,Video
29072,1,19500000.0,USA,Boston,3,2006-01-01,1,2008-02-05,2012-06-06,5,Mobile
29073,1,501705.0,USA,Orange County California,1,2010-01-01,1,2011-08-09,2011-08-09,3,Hardware  Software
29074,1,574392.0,CAN,Montreal,1,2010-01-18,1,2011-09-30,2011-09-30,3,Analytics
29078,1,14603757.0,USA,Boston,3,2000-01-01,1,2003-05-19,2012-08-21,5,Software
29079,0,14900000.0,USA,San Diego,2,2002-01-01,1,2011-11-10,2013-05-29,5,Biotechnology
29080,1,1225000.0,USA,Atlanta,2,2012-01-01,1,2012-12-14,2014-09-05,3,Security
29081,1,49860000.0,USA,SF Bay Area,8,2005-09-26,3,2011-03-01,2014-09-01,5,Software
29083,1,21500000.0,USA,Philadelphia,1,2011-01-01,1,2014-01-02,2014-01-02,5,Biotechnology
29084,1,1328558.0,USA,Washington DC,3,2010-10-01,4,2011-11-22,2013-12-12,4,Mobile
29085,1,1329600.0,FRA,Nice,1,2006-01-01,1,2010-04-08,2010-04-08,4,Security
29086,1,4300000.0,USA,SF Bay Area,4,2011-05-30,2,2011-07-01,2013-04-09,4,Enterprise Software
29088,1,1540000.0,USA,Floridas Space Coast,3,2002-01-01,1,2011-01-11,2012-07-13,4,Biotechnology
29089,1,12010000.0,USA,Denver,2,2010-01-01,1,2011-02-07,2011-11-15,5,Software
29091,1,2250046.0,USA,VA  Other,6,2008-01-01,1,2010-07-26,2013-11-13,4,Enterprise Software
29092,1,47168.0,NLD,Amsterdam,2,2011-09-01,3,2011-11-01,2012-03-26,1,SaaS
29093,1,40268814.0,USA,Atlanta,5,2000-01-01,1,2006-08-08,2012-09-12,5,Analytics
29094,1,3251000.0,USA,Washington DC,3,2011-01-01,1,2011-06-07,2014-07-18,4,Biotechnology
29096,0,6750000.0,USA,SF Bay Area,2,2007-01-01,1,2011-08-12,2013-12-30,5,Biotechnology
29099,1,22830000.0,GBR,London,5,2010-08-01,3,2012-01-01,2014-01-21,5,Mobile
29101,1,43000000.0,USA,Portland Oregon,5,2008-06-12,2,2008-04-09,2013-06-26,5,0_other_cat
29103,1,24500000.0,GBR,Derby,2,2000-01-01,1,2003-12-01,2009-04-18,5,Hardware  Software
29105,1,17920500.0,FIN,Helsinki,2,2000-01-01,1,2011-01-26,2011-05-11,5,0_other_cat
29106,1,1140000.0,USA,Ft Lauderdale,1,2005-01-01,1,2009-12-02,2009-12-02,3,0_other_cat
29107,0,4000.0,USA,Houston,1,2014-02-05,1,2014-02-05,2014-02-05,1,0_other_cat
29109,1,7949997.0,USA,New York City,4,2008-06-20,2,2009-08-06,2012-01-03,5,Music
29111,1,6000000.0,FIN,Helsinki,1,2013-01-01,1,2014-01-28,2014-01-28,5,Games
29112,1,1200000.0,USA,Houston,1,2013-12-01,4,2014-01-27,2014-01-27,3,Finance
29114,0,80000.0,USA,Albuquerque,1,2010-08-11,3,2014-03-07,2014-03-07,1,0_other_cat
29121,1,1858754.0,USA,San Diego,1,2009-01-01,1,2009-07-31,2009-07-31,4,0_other_cat
29122,1,27063781.0,USA,New York City,4,2007-03-01,1,2007-01-01,2010-12-29,5,Video
29124,1,23016000.0,FRA,Paris,1,2009-01-01,1,2011-05-31,2011-05-31,5,Advertising
29126,0,135000.0,USA,Greensboro,1,2002-01-01,1,2010-09-24,2010-09-24,2,Biotechnology
29129,1,1200000.0,USA,Chicago,1,2014-01-01,1,2014-10-21,2014-10-21,3,Education
29131,1,1356210.0,ITA,Rome,1,2000-01-01,1,2000-01-01,2000-01-01,4,Games
29132,1,10100000.0,USA,Austin,1,2000-01-01,1,2006-05-03,2006-05-03,5,Enterprise Software
29133,1,16100000.0,USA,SF Bay Area,3,2004-11-01,4,2005-01-01,2009-09-18,5,Enterprise Software
29134,1,18000000.0,USA,SF Bay Area,1,2013-01-01,1,2014-01-14,2014-01-14,5,Software
29136,1,5000000.0,CHN,CHN  Other,1,2003-01-01,1,2014-04-01,2014-04-01,5,ECommerce
29139,1,15000000.0,USA,Boston,1,2013-01-01,1,2013-10-23,2013-10-23,5,Biotechnology
29141,1,28800000.0,USA,Philadelphia,3,2006-01-01,1,2011-08-22,2013-09-11,5,Software
29143,1,745000.0,USA,Detroit,1,2002-01-01,1,2014-07-15,2014-07-15,3,0_other_cat
29146,1,1135000.0,USA,Salt Lake City,1,2001-01-01,1,2010-02-19,2010-02-19,1,Health and Wellness
29149,1,500000.0,USA,Gainesville,1,2014-01-01,1,2014-09-24,2014-09-24,3,0_other_cat
29150,0,500000.0,USA,New York City,1,2013-01-01,1,2014-07-28,2014-07-28,3,Software
29152,1,6175029.0,USA,Nashville,4,2010-11-01,4,2010-01-01,2014-10-14,5,Biotechnology
29153,1,19187880.0,CHE,Lausanne,4,2004-09-01,3,2007-03-07,2014-06-26,5,Software
29154,1,4000000.0,USA,SF Bay Area,1,2000-01-01,1,2007-07-28,2007-07-28,4,Software
29155,1,6600000.0,USA,San Diego,2,2008-01-01,1,2009-11-17,2014-02-28,5,Health Care
29156,1,257320.0,USA,SF Bay Area,1,2013-01-01,1,2014-03-02,2014-03-02,2,Curated Web
29157,1,3668000.0,USA,Atlanta,7,2012-01-01,1,2012-04-15,2014-07-10,4,Hardware  Software
29160,1,16500000.0,USA,San Diego,2,2006-01-01,1,2011-11-16,2014-09-08,5,Mobile
29162,1,1500000.0,USA,Boston,1,2010-01-01,1,2013-10-24,2013-10-24,4,Software
29163,1,9500000.0,USA,Los Angeles,2,2004-01-01,1,2005-02-01,2006-07-24,1,Advertising
29164,1,70000.0,UKR,Kiev,1,2012-03-01,1,2012-12-10,2012-12-10,1,Music
29168,1,2900000.0,ISR,Tel Aviv,1,2011-08-01,3,2013-03-14,2013-03-14,4,Mobile
29170,1,48000.0,USA,Phoenix,1,2014-01-13,1,2014-01-13,2014-01-13,1,0_other_cat
29171,1,3174999.0,USA,SF Bay Area,4,2010-12-01,4,2012-03-13,2013-10-16,4,Software
29172,1,29350485.0,USA,Raleigh,2,2004-01-01,1,2005-03-04,2009-07-06,5,Hardware  Software
29174,1,800000.0,USA,New York City,2,2013-07-01,3,2014-01-29,2014-07-18,3,Social Media
29175,1,1750000.0,USA,SF Bay Area,3,2008-06-01,2,2011-03-09,2013-08-18,4,Curated Web
29176,1,150000.0,USA,Cedar Rapids,1,2012-01-01,1,2013-06-01,2013-06-01,2,Health and Wellness
29177,1,700000.0,USA,Madison,1,2012-01-01,1,2013-06-19,2013-06-19,3,Social Media
29179,1,1180000.0,USA,SF Bay Area,3,2013-03-06,1,2013-11-10,2014-10-01,3,Analytics
29182,1,125000.0,CAN,Vancouver,1,2012-03-22,1,2013-11-20,2013-11-20,2,Social Media
29188,1,1200000.0,AUS,Canberra,1,2000-01-01,1,2014-07-02,2014-07-02,3,0_other_cat
29190,1,40000000.0,AUS,Melbourne,3,2010-01-01,1,2013-08-23,2014-04-16,5,Biotechnology
29194,1,315000.0,MYS,Kuala Lumpur,2,2008-08-01,3,2011-06-01,2013-05-17,2,Apps
29195,1,15247925.0,USA,Boston,3,2001-01-01,1,2005-09-29,2009-12-14,5,0_other_cat
29197,1,1170000.0,CHE,Zurich,2,2012-07-31,3,2013-08-07,2014-06-02,3,ECommerce
29198,1,350000.0,USA,Orlando,1,2004-12-01,4,2010-05-18,2010-05-18,3,Advertising
29202,1,5258400.0,DEU,Munich,2,2007-01-01,1,2010-11-29,2013-04-08,5,0_other_cat
29205,1,20876578.0,USA,Phoenix,2,2011-01-01,1,2013-06-17,2013-07-23,5,Software
29206,1,800000.0,USA,New York City,1,2009-04-19,2,2013-02-10,2013-02-10,3,Software
29207,1,10680000.0,USA,Dallas,2,2011-07-11,3,2013-11-25,2014-11-14,5,Software
29208,1,60000.0,USA,CA  Other,1,2008-01-01,1,2012-07-24,2012-07-24,1,Software
29210,1,5800000.0,BEL,Brussels,2,2012-01-01,1,2012-10-03,2013-09-24,5,Analytics
29213,1,13000000.0,USA,SF Bay Area,2,2011-01-01,1,2011-10-10,2013-10-15,5,Software
29215,1,44800000.0,USA,SF Bay Area,4,2008-06-26,2,2008-07-31,2010-08-11,5,Mobile
29217,1,21970000.0,CAN,Vancouver,2,2000-01-01,1,2007-04-30,2013-06-26,5,Software
29218,1,1200000.0,USA,Chicago,1,2009-02-02,1,2010-07-26,2010-07-26,1,Curated Web
29223,1,9000000.0,USA,SF Bay Area,1,2013-10-15,4,2014-03-11,2014-03-11,5,Security
29226,1,91741.0,CHL,Santiago,2,2011-01-01,1,2012-03-07,2012-08-01,1,0_other_cat
29227,1,28000000.0,CHN,CHN  Other,2,2013-01-01,1,2014-05-01,2014-07-08,5,Software
29228,1,1333700.0,ESP,Barcelona,1,2008-11-01,4,2012-03-28,2012-03-28,4,Software
29229,1,3050000.0,USA,New York City,2,2013-06-01,2,2013-11-22,2014-05-15,4,Software
29232,1,41815432.0,USA,SF Bay Area,4,2007-01-01,1,2009-06-25,2011-02-03,5,0_other_cat
29233,1,16572736.0,USA,Indianapolis,2,2007-01-01,1,2009-07-26,2012-07-20,5,Biotechnology
29236,1,900.0,USA,Tampa,1,2014-09-16,3,2014-09-16,2014-09-16,1,0_other_cat
29237,1,800000.0,USA,Boston,1,2012-01-01,1,2013-07-18,2013-07-18,3,Curated Web
29238,1,5000000.0,USA,Anaheim,1,2006-01-01,1,2009-08-27,2009-08-27,5,0_other_cat
29239,1,2000000.0,USA,New York City,1,2011-01-01,1,2012-08-24,2012-08-24,4,Fashion
29240,1,645869.0,USA,Portland Oregon,1,2006-05-03,2,2013-02-27,2013-02-27,3,Mobile
29242,1,275000.0,USA,Santa Barbara,2,2010-12-01,4,2012-05-01,2013-07-11,2,Games
29243,1,500000.0,USA,New York City,1,2012-12-01,4,2012-11-30,2012-11-30,3,Apps
29244,1,308887.0,GBR,GBR  Other,4,2011-01-01,1,2012-08-01,2014-09-08,2,Mobile
29245,1,25000000.0,USA,ID  Other,1,2001-01-01,1,2004-04-07,2004-04-07,5,0_other_cat
29246,1,120000.0,USA,SF Bay Area,1,2013-07-23,3,2014-07-16,2014-07-16,2,Health and Wellness
29249,1,120000.0,USA,Miami,2,2012-01-01,1,2012-12-01,2013-01-11,2,0_other_cat
29253,1,10488500.0,USA,Tampa,3,2007-01-01,1,2009-01-06,2011-08-10,5,Biotechnology
29256,1,13000000.0,USA,SF Bay Area,3,2006-03-05,1,2006-01-01,2010-12-03,5,Social Media
29257,1,140000.0,USA,Kansas City,1,2010-01-01,1,2010-09-07,2010-09-07,2,0_other_cat
29259,1,50000.0,USA,Minneapolis,1,2013-02-10,1,2014-10-30,2014-10-30,1,Software
29260,1,11544000.0,USA,SF Bay Area,4,2006-01-01,1,2008-02-13,2012-01-01,5,Enterprise Software
29261,1,5425636.0,USA,Boston,5,2004-01-01,1,2006-05-01,2011-03-11,5,Music
29262,1,105000.0,USA,Dallas,1,2010-02-20,1,2012-08-30,2012-08-30,2,Software
29263,1,18300000.0,AUS,Brisbane,2,2005-11-01,4,2013-08-14,2014-06-25,5,Big Data
29264,1,1872780.0,FRA,Picardie,1,2010-01-01,1,2010-01-01,2010-01-01,4,Analytics
